   1.0000000000000000       -4.5536856118261250E-005  -1.5089119671926636E-003  -4.5536856118261250E-005  0.99786604203954887       -2.5799100665401309E-005  -1.5089119671926636E-003  -2.5799100665387265E-005  0.97499750544128838     
   1.0000000000000000       -1.1682153846952409E-004   4.6698607170175577E-004  -1.1682153846952409E-004   1.0006603837961978        3.0528959720433095E-003   4.6698607170175577E-004   3.0528959720433199E-003   1.0092457496951732     
   1.0000000000000000       -7.1038501883268214E-005   7.6295793906988748E-005  -7.1038501883268214E-005   1.0001078643161090        1.9764588721903615E-003   7.6295793906988748E-005   1.9764588721903642E-003   1.0023751661977442     
   1.0000000000000000       -7.1637274682813067E-005   1.3847342422579449E-003  -7.1637274682813067E-005   1.0019582756836272       -9.2664846252452039E-004   1.3847342422579449E-003  -9.2664846252451887E-004   1.0175173377219817     
   1.0000000000000000       -1.8097804660623228E-005  -1.0661860760217874E-004  -1.8097804660623228E-005  0.99984918429316605       -8.2104771160793817E-005  -1.0661860760217874E-004  -8.2104771160793248E-005   1.0027723366467971     
   1.0000000000000000       -4.8144652020220610E-005   3.2429207905261727E-004  -4.8144652020220610E-005   1.0004585840199758        7.1487023523561505E-005   3.2429207905261727E-004   7.1487023523562508E-005   1.0041642160293578     
   1.0000000000000000       -1.0467332905088709E-004  -1.3543615874588586E-004  -1.0467332905088709E-004  0.99980843012220433       -9.0210022801662433E-004  -1.3543615874588586E-004  -9.0210022801662400E-004   1.0001196111887047     
   1.0000000000000000       -5.3326903937293125E-005   1.1369120253697746E-004  -5.3326903937293125E-005   1.0001607494092575       -8.4806074751315769E-004   1.1369120253697746E-004  -8.4806074751315747E-004   1.0017895876977752     
   1.0000000000000000       -4.4990357342790105E-005  -1.2865494130475161E-004  -4.4990357342790105E-005  0.99981802021171395       -5.9056786266446716E-004  -1.2865494130475161E-004  -5.9056786266446825E-004  0.99841425982041254     
   1.0000000000000000       -6.2316952984311315E-005   1.7824149050886477E-004  -6.2316952984311315E-005   1.0002520373004018       -3.0123923619226916E-004   1.7824149050886477E-004  -3.0123923619227089E-004   1.0014077087025444     
   1.0000000000000000       -2.9961359336203536E-006   6.1226211372817413E-006  -2.9961359336203536E-006   1.0000086244651620        3.8014306543305957E-004   6.1226211372817413E-006   3.8014306543305827E-004  0.99979186537128539     
