0	0	0	0
1	0.9996431374022996	1.0	0.0003568625977004025
2	1.274754412688608	2.0	0.7252455873113921
3	1.6472884757283317	2.0	0.3527115242716683
4	1.6472890923374093	3.0	1.3527109076625907
5	1.9567715580495089	3.0	1.0432284419504911
6	1.9996689541515689	3.0	1.0003310458484311
7	1.999668957713636	4.0	2.000331042286364
8	2.2038457419566986	4.0	1.7961542580433014
9	2.266203589729192	4.0	1.7337964102708079
10	2.2662189896550435	4.0	1.7337810103449565
11	2.440033679419893	5.0	2.559966320580107
12	2.98370622904091	5.0	2.01629377095909
13	2.983752230406401	5.0	2.016247769593599
14	2.999508209718084	5.0	2.000491790281916
15	3.0001141898521566	5.0	1.9998858101478434
16	3.000297896330294	6.0	2.999702103669706
17	3.073560601659306	6.0	2.926439398340694
18	3.0739045505267506	6.0	2.9260954494732494
19	3.3829697460486154	6.0	2.6170302539513846
20	3.3829754785294885	6.0	2.6170245214705115
21	3.641367314799184	6.0	2.358632685200816
22	4.003000065897729	7.0	2.996999934102271
23	4.0030001095751695	7.0	2.9969998904248305
24	4.006538696170512	7.0	2.9934613038294877
25	4.0065388819887	7.0	2.9934611180113
26	4.229364187659102	7.0	2.770635812340898
27	4.3243030885863	7.0	2.6756969114137004
28	4.4021975363976384	7.0	2.5978024636023616
29	4.402213849969339	8.0	3.597786150030661
30	4.530056879444555	8.0	3.4699431205554454
31	4.639781405374224	8.0	3.360218594625776
32	4.6397996759893445	8.0	3.3602003240106555
33	4.815596005644215	8.0	3.184403994355785
34	4.947682380373784	8.0	3.0523176196262156
35	4.975055217020861	8.0	3.024944782979139
36	5.004097798446392	8.0	2.9959022015536076
37	5.043907209933516	9.0	3.956092790066484
38	5.06580444526666	9.0	3.93419555473334
39	5.356107005832465	9.0	3.643892994167535
40	5.361770211234374	9.0	3.638229788765626
41	5.662746603771433	9.0	3.337253396228567
42	5.662747753848286	9.0	3.3372522461517136
43	5.892107904652838	9.0	3.107892095347162
44	6.011843509868018	9.0	2.988156490131982
45	6.011848538308757	9.0	2.988151461691243
46	6.05942884102391	10.0	3.9405711589760903
47	6.059437375923729	10.0	3.9405626240762706
48	6.122675906881331	10.0	3.877324093118669
49	6.147455514537217	10.0	3.852544485462783
50	6.147539738623998	10.0	3.8524602613760024
51	6.333672184189545	10.0	3.6663278158104546
52	6.333835085770826	10.0	3.6661649142291743
53	6.384863025443956	10.0	3.6151369745560444
54	6.426483889512883	10.0	3.573516110487117
55	6.5597220124316955	10.0	3.4402779875683045
56	6.559758213345642	11.0	4.440241786654358
57	6.609296230193224	11.0	4.390703769806776
58	7.0009668096927165	11.0	3.9990331903072835
59	7.075224943276051	11.0	3.9247750567239494
60	7.088439216807609	11.0	3.9115607831923906
61	7.108661184247571	11.0	3.8913388157524293
62	7.199495901576074	11.0	3.800504098423926
63	7.331503487012768	11.0	3.6684965129872316
64	7.331543050239314	11.0	3.668456949760686
65	7.371384317345737	11.0	3.628615682654263
66	7.387054713468977	11.0	3.6129452865310228
67	7.730944276371982	12.0	4.269055723628018
68	7.735158394668425	12.0	4.264841605331575
69	7.969587318501218	12.0	4.030412681498782
70	7.969623456481567	12.0	4.030376543518433
71	8.056496776991203	12.0	3.943503223008797
72	8.225097922417685	12.0	3.7749020775823148
73	8.225110508254838	12.0	3.774889491745162
74	8.308573743066304	12.0	3.6914262569336955
75	8.30861285693038	12.0	3.691387143069621
76	8.425627165257502	12.0	3.5743728347424977
77	8.47937082976965	12.0	3.5206291702303503
78	8.480703490723297	12.0	3.5192965092767032
79	8.482363517349368	13.0	4.517636482650632
80	8.5295725076281	13.0	4.4704274923719005
81	8.529725648878982	13.0	4.470274351121018
82	8.595165120287902	13.0	4.404834879712098
83	8.808608501096796	13.0	4.191391498903204
84	8.808652097400538	13.0	4.191347902599462
85	8.953498312602676	13.0	4.046501687397324
86	8.976791211042572	13.0	4.023208788957428
87	9.07110245192749	13.0	3.9288975480725092
88	9.251006585357208	13.0	3.7489934146427917
89	9.294438043217022	13.0	3.7055619567829776
90	9.473119219616146	13.0	3.5268807803838538
91	9.473157682355183	13.0	3.5268423176448174
92	9.61521939763874	14.0	4.3847806023612605
93	9.863184045894112	14.0	4.136815954105888
94	9.91624762484667	14.0	4.083752375153329
95	9.994231653372482	14.0	4.005768346627518
96	10.053381690354904	14.0	3.946618309645096
97	10.053578792054155	14.0	3.9464212079458445
98	10.060970209845241	14.0	3.939029790154759
99	10.101317789633743	14.0	3.898682210366257
100	10.1579525803486	14.0	3.8420474196514007
101	10.352176233567977	14.0	3.6478237664320226
102	10.352215851728085	14.0	3.6477841482719153
103	10.482949132801949	14.0	3.5170508671980514
104	10.482961612383296	14.0	3.5170383876167044
105	10.496406906581894	14.0	3.5035930934181057
106	10.746679169765196	15.0	4.253320830234804
107	10.746718876351423	15.0	4.253281123648577
108	10.823277387067778	15.0	4.176722612932222
109	10.86184193493676	15.0	4.138158065063241
110	10.984986045781977	15.0	4.015013954218023
111	11.043942765504834	15.0	3.956057234495166
112	11.044000473051653	15.0	3.9559995269483466
113	11.142342277014137	15.0	3.857657722985863
114	11.142407988587685	15.0	3.857592011412315
115	11.358726858276114	15.0	3.641273141723886
116	11.423843656479375	15.0	3.5761563435206245
117	11.632540945865655	15.0	3.367459054134345
118	11.633327148175526	15.0	3.3666728518244735
119	11.650695739468313	15.0	3.349304260531687
120	11.684872883951392	15.0	3.3151271160486075
121	11.792980422208206	16.0	4.207019577791794
122	11.838129299417668	16.0	4.161870700582332
123	11.838192085377335	16.0	4.161807914622665
