   1.0000000000000000       -6.5649443140531342E-007  -1.0394233864517285E-006  -3.9437103258803926E-006  -1.2720068228301620E-005  -1.0584163856407007E-005  -5.7763349088609110E-005  -1.5373704992205124E-005  -1.3355675285107448E-004  -9.8291934437241216E-006
  -6.5649443140531342E-007  0.99999849580474232       -7.7591301005452422E-006  -2.7240470475790813E-005  -3.1554330003764512E-005  -1.6993366777831400E-004  -6.6600800098058180E-005  -5.3058298709634198E-004  -7.2970981309157550E-005  -8.9709198985768012E-004
  -1.0394233864517285E-006  -7.7591301005449576E-006  0.99996586816044974       -5.1338892389109604E-005  -2.9821811825460966E-004  -1.5776361384788629E-004  -1.2461187811575374E-003  -2.5966979724440463E-004  -2.8697464504813214E-003  -1.8863612717088976E-004
  -3.9437103258803926E-006  -2.7240470475791487E-005  -5.1338892389109638E-005  0.99964368408064785       -2.3718898548139218E-004  -2.0085257126068266E-003  -5.6538426670198118E-004  -6.1565347538435934E-003  -6.9118575564427846E-004  -1.0548365161358129E-002
  -1.2720068228301620E-005  -3.1554330003764193E-005  -2.9821811825461156E-004  -2.3718898548139090E-004  0.99765631432605217       -8.2100953274493133E-004  -9.5250909781603253E-003  -1.5005366797254417E-003  -2.2043928010373470E-002  -1.2572680326482478E-003
  -1.0584163856407007E-005  -1.6993366777831226E-004  -1.5776361384788558E-004  -2.0085257126068257E-003  -8.2100953274494076E-004  0.98901856638319852       -2.1691347746555707E-003  -3.3647275640229721E-002  -2.9666320638277446E-003  -5.8580616547135436E-002
  -5.7763349088609110E-005  -6.6600800098057787E-005  -1.2461187811575352E-003  -5.6538426670198270E-004  -9.5250909781603131E-003  -2.1691347746555715E-003  0.96137049785098205       -4.3987085502991260E-003  -9.0475569621820975E-002  -4.2583133600937019E-003
  -1.5373704992205124E-005  -5.3058298709634470E-004  -2.5966979724440501E-004  -6.1565347538435908E-003  -1.5005366797254504E-003  -3.3647275640229742E-002  -4.3987085502991286E-003  0.89579933419388069       -6.7843227395398588E-003 -0.18614746984689115     
  -1.3355675285107448E-004  -7.2970981309157686E-005  -2.8697464504813214E-003  -6.9118575564427445E-004  -2.2043928010373481E-002  -2.9666320638277424E-003  -9.0475569621820962E-002  -6.7843227395398597E-003  0.78299228437792545       -7.5222993438602238E-003
  -9.8291934437241216E-006  -8.9709198985767947E-004  -1.8863612717089201E-004  -1.0548365161358129E-002  -1.2572680326482526E-003  -5.8580616547135450E-002  -4.2583133600936950E-003 -0.18614746984689118       -7.5222993438602177E-003  0.65058050944048940     
