   1.0000000000000000        5.3172629448654195E-009  -1.5267177625101849E-008   1.0791256923370976E-007  -3.1318073736807089E-007   6.9988672051286084E-007  -1.6502411848825289E-006   2.4403036594789700E-006  -5.9797690761307522E-006   5.1167501623659658E-006
   5.3172629448654195E-009  0.99999994418030647        1.9442980157431920E-007  -6.5280500064983261E-007   1.7808193984340064E-006  -4.7425422601629203E-006   8.1708018997992078E-006  -2.1279468387193710E-005   2.2252470138116015E-005  -5.9805036042346964E-005
  -1.5267177625101849E-008   1.9442980157434021E-007  0.99999915545646090        2.6802801739351705E-006  -8.2003712216332427E-006   1.6473072326673442E-005  -4.6857668076181441E-005   5.8065555395788849E-005  -1.6519623266377938E-004   1.2432392603581430E-004
   1.0791256923370976E-007  -6.5280500064973923E-007   2.6802801739350066E-006  0.99999014627872584        2.2907532188506601E-005  -7.2981112325446184E-005   1.0532160882828213E-004  -3.2396596220347901E-004   2.9198692045057372E-004  -9.0589872808670316E-004
  -3.1318073736807089E-007   1.7808193984339973E-006  -8.2003712216330478E-006   2.2907532188506869E-005  0.99991561841559662        1.4033740099452937E-004  -4.7736999647357976E-004   5.0197299984000338E-004  -1.6739409008335046E-003   1.0929485532988532E-003
   6.9988672051286084E-007  -4.7425422601630059E-006   1.6473072326673635E-005  -7.2981112325445221E-005   1.4033740099452942E-004  0.99945794862604120        6.5347187842651076E-004  -2.3924541758364348E-003   1.8401344105367079E-003  -6.6820616511357048E-003
  -1.6502411848825289E-006   8.1708018997992992E-006  -4.6857668076182024E-005   1.0532160882828355E-004  -4.7736999647358307E-004   6.5347187842651055E-004  0.99730954406786310        2.3723978826603901E-003  -9.4182961683592723E-003   5.2363849241096458E-003
   2.4403036594789700E-006  -2.1279468387193628E-005   5.8065555395787961E-005  -3.2396596220347565E-004   5.0197299983999969E-004  -2.3924541758364387E-003   2.3723978826603893E-003  0.98945590685689044        6.7700685039890265E-003  -2.9557350030000096E-002
  -5.9797690761307522E-006   2.2252470138115971E-005  -1.6519623266377949E-004   2.9198692045057366E-004  -1.6739409008335020E-003   1.8401344105367125E-003  -9.4182961683592688E-003   6.7700685039890291E-003  0.96691561419243843        1.5113536510219135E-002
   5.1167501623659658E-006  -5.9805036042347269E-005   1.2432392603581427E-004  -9.0589872808670608E-004   1.0929485532988532E-003  -6.6820616511356944E-003   5.2363849241096527E-003  -2.9557350030000117E-002   1.5113536510219138E-002  0.91627435063236373     

   1-D Normal Distribution Sobol Point Calculation up to <H_9|H_9> element. 
   this calculation required ~ 30 minutes and 1 000 000 000 data points to get the final element to 0.9
